1,2,3,y
1,-1.574,0.65313,one
1,-1.7383,0.79924,one
1,-1.8346,0.88297,one
1,-1.8106,0.88991,one
1,-1.8333,0.94581,one
1,-1.8772,0.94871,one
1,-1.8241,0.92705,one
1,-1.8867,0.96585,one
1,-1.9094,0.94518,one
1,-1.6535,0.76363,one
1,-1.9084,0.93266,one
1,-1.8974,0.93602,one
1,-1.9057,0.94906,one
1,-1.9251,0.96248,one
1,-1.8916,0.93035,one
1,-1.0588,0.11858,one
1,-1.936,0.95999,one
1,-1.9228,0.94863,one
1,-1.9268,0.94752,one
1,-1.9126,0.93358,one
1,-1.9242,0.93747,one
1,-1.8432,0.85712,one
1,-1.8177,0.85011,one
1,-1.8379,0.90885,one
1,-1.8669,0.93274,one
1,-1.8312,0.90706,one
1,-1.7446,0.87642,one
1,-1.7445,0.87825,one
1,-1.5376,0.70394,one
1,-1.5589,0.72237,one
1,-1.8903,0.94171,one
1,-1.6213,0.70885,one
1,-1.79,0.84175,one
1,-1.7299,0.78947,one
1,-1.8818,0.92837,one
1,-0.64217,-0.17617,one
1,-1.7323,0.79112,one
1,-1.9111,0.94806,one
1,-1.8386,0.88699,one
1,-1.7724,0.81862,one
1,-1.5086,0.63948,one
1,-1.9071,0.94326,one
1,-1.8554,0.89355,one
1,-1.7432,0.85929,one
1,-1.8945,0.93228,one
1,-1.3332,0.50284,one
1,-1.5833,0.69194,one
1,-1.6599,0.7473,one
1,-1.8508,0.90693,one
1,-1.7524,0.80442,one
1,-1.8242,0.86126,one
1,-1.7993,0.84962,one
1,-1.5245,0.56079,one
1,-1.6181,0.65528,one
1,-1.7822,0.87718,one
1,-1.6903,0.73869,one
1,-1.6513,0.71175,one
1,-1.164,0.27469,one
1,-1.7216,0.78687,one
1,-1.8839,0.91781,one
1,-1.6971,0.74524,one
1,-1.6609,0.71371,one
1,-1.5796,0.63324,one
1,-1.6548,0.70274,one
1,-1.7255,0.78379,one
1,-1.4859,0.62226,one
1,-1.4765,0.64182,one
1,-1.6767,0.78954,one
1,-1.1937,0.44379,one
1,-1.8516,0.94954,one
1,-1.808,0.84996,one
1,-1.7591,0.77407,one
1,-1.6669,0.69027,one
1,-1.7785,0.90433,one
1,-1.6149,0.65935,one
1,-1.779,0.82976,one
1,-1.6582,0.71618,one
1,-1.7305,0.82184,one
1,-1.8197,0.88803,one
1,-1.3065,0.62642,one
1,-1.4524,0.65673,one
1,-1.7969,0.82787,one
1,-1.793,0.82662,one
1,-1.8984,0.92361,one
1,-1.847,0.87905,one
1,-1.9058,0.92503,one
1,-1.566,0.69156,one
1,-1.6352,0.72226,one
1,-1.861,0.95695,one
1,-1.8523,0.95241,one
1,-1.5413,0.60505,one
1,-1.835,0.90415,one
1,-1.7426,0.80514,one
1,-1.8209,0.87064,one
1,-1.5468,0.68093,one
1,-1.7631,0.83463,one
1,-1.1789,0.33747,one
1,-1.4434,0.69435,one
1,-1.8406,0.90889,one
1,-1.96,0.99706,one
1,-1.8023,0.88928,one
1,-1.7889,0.88573,one
1,-1.9033,0.96536,one
1,-1.88,0.9596,one
1,-1.6941,0.79763,one
1,-1.7015,0.76849,one
1,-1.7539,0.83981,one
1,-1.8048,0.90217,one
1,-1.8525,0.94309,one
1,-1.8446,0.91532,one
1,-1.9156,0.96859,one
1,-1.8617,0.88488,one
1,-1.8884,0.91286,one
1,-1.7552,0.7964,one
1,-1.8721,0.92822,one
1,-1.7939,0.90872,one
1,-1.8321,0.90379,one
1,-1.8249,0.92279,one
1,-1.7819,0.90438,one
1,-1.7881,0.89708,one
1,-1.9095,0.94809,one
1,-1.8323,0.9598,one
1,-1.7498,0.80165,one
1,-1.7506,0.81874,one
1,-1.4463,0.62387,one
1,-1.7976,0.87616,one
1,-1.8258,0.91638,one
1,-1.813,0.89993,one
1,-1.9282,0.94764,one
1,-1.7877,0.8755,one
1,-1.7944,0.86265,one
1,-1.1977,0.33159,one
1,-1.5176,0.51824,one
1,-1.6214,0.64397,one
1,-1.4842,0.52107,one
1,-1.6241,0.65964,one
1,-1.8157,0.86793,one
1,-1.8046,0.87941,one
1,-1.6335,0.80649,one
1,-1.709,0.78758,one
1,-1.4863,0.54495,one
1,-1.8097,0.90727,one
1,-1.812,0.907,one
1,-1.683,0.78307,one
1,-1.7666,0.87969,one
1,-1.8425,0.91041,one
1,-1.8883,0.93935,one
1,-1.8552,0.92098,one
1,-1.8141,0.87679,one
1,-1.8168,0.87444,one
1,-1.7035,0.77227,one
1,-1.8789,0.91853,one
1,-1.8789,0.91853,one
1,-1.822,0.92009,one
1,-1.8144,0.92359,one
1,-1.8868,0.89383,one
1,-1.484,0.50971,one
1,-1.7242,0.81267,one
1,-1.6374,0.78287,one
1,-1.7692,0.84973,one
1,-1.8598,0.96447,one
1,-1.8503,0.96193,one
1,-1.8708,0.9616,one
1,-1.7124,0.85337,one
1,-1.8001,0.84148,one
1,-1.8947,0.94369,one
1,-1.7369,0.86644,one
1,-1.4247,0.45342,one
1,-1.7393,0.80744,one
1,-1.6883,0.78959,one
1,-1.6473,0.75973,one
1,-1.6611,0.78114,one
1,-1.7425,0.81426,one
1,-1.6977,0.77626,one
1,-1.7003,0.78609,one
1,-1.5105,0.65608,one
1,-1.3484,0.48376,one
1,-1.8577,0.92901,one
1,-1.7568,0.81706,one
1,-1.7421,0.79678,one
1,-1.8714,0.93149,one
1,-1.9133,0.94653,one
1,-1.8883,0.91828,one
1,-1.8604,0.91019,one
1,-1.8828,0.91506,one
1,-1.8639,0.89369,one
1,-1.8653,0.88794,one
1,-1.9086,0.92625,one
1,-1.8986,0.95639,one
1,-1.8527,0.91249,one
1,-1.349,0.50828,one
1,-1.847,0.94253,one
1,-1.776,0.85325,one
1,-1.7645,0.85264,one
1,-1.5822,0.65313,one
1,-1.7369,0.78607,one
1,-1.7663,0.80796,one
1,-1.6698,0.78359,one
1,-1.0291,0.58926,one
1,-1.8772,0.92654,one
1,-1.9256,0.96221,one
1,-1.8601,0.89826,one
1,-1.9235,0.9619,one
1,-1.9,0.94706,one
1,-1.7767,0.83731,one
1,-1.5974,0.65403,one
1,-1.2754,0.60924,one
1,-1.7397,0.81577,one
1,-1.7423,0.80761,one
1,-1.8182,0.89151,one
1,-1.8587,0.90322,one
1,-1.6726,0.75118,one
1,-1.6496,0.69685,one
1,-1.6572,0.80595,one
1,-1.6344,0.74612,one
1,-1.6893,0.78397,one
1,-1.7628,0.85379,one
1,-1.5208,0.73784,one
1,-1.7424,0.83184,one
1,-1.8229,0.90494,one
1,-1.4688,0.47664,one
1,-1.8096,0.83989,one
1,-1.8414,0.85178,one
1,-1.8126,0.82833,one
1,-0.80282,-0.17319,one
1,-1.8609,0.87187,one
1,-1.627,0.86897,one
1,-1.7987,0.84539,one
1,-1.3523,0.59756,one
1,-1.3133,0.5918,one
1,-1.0799,0.52652,one
1,-1.7761,0.80296,one
1,-1.7786,0.80392,one
1,-1.9021,0.95729,one
1,-1.8927,0.95248,one
1,-1.9159,0.96467,one
1,-1.8914,0.95345,one
1,-1.4891,0.53959,one
1,-1.7954,0.86613,one
1,-1.814,0.98289,one
1,-1.7307,0.85558,one
1,-1.8216,0.92026,one
1,-1.6584,0.83591,one
1,-1.7361,0.90238,one
1,-1.7028,0.85505,one
1,-1.6479,0.84132,one
1,-1.5972,0.75225,one
1,-1.8375,0.89479,one
1,-1.7782,0.83811,one
1,-1.6479,0.70309,one
1,-1.8167,0.87822,one
1,-1.8722,0.92138,one
1,-1.6983,0.73001,one
1,-1.84,0.887,one
1,-1.832,0.8741,one
1,-1.8949,0.94119,one
1,-1.9194,0.95581,one
1,-1.0951,0.68265,one
1,-1.4184,0.66803,one
1,-1.0521,0.74015,one
1,-1.8972,0.94214,one
1,-1.6892,0.76153,one
1,-1.4634,0.54854,one
1,-1.6884,0.76958,one
1,-1.6897,0.78682,one
1,-0.85221,-0.0051492,one
1,-1.9098,0.94875,one
1,-1.8765,0.9216,one
1,-1.841,0.88828,one
1,-1.6751,0.78623,one
1,-1.692,0.87411,one
1,-1.925,0.92568,one
1,-1.9511,0.95411,one
1,-1.9323,0.94063,one
1,-1.7416,0.8292,one
1,-1.7851,0.85938,one
1,-1.8355,0.85918,one
1,-1.8751,0.90181,one
1,-1.8802,0.89735,one
1,-1.8536,0.87244,one
1,-1.6989,0.7263,one
1,-1.895,0.96301,one
1,-1.8907,0.95395,one
1,-1.6986,0.80526,one
1,-1.8625,0.89759,one
1,-1.9021,0.92771,one
1,-1.7965,0.85231,one
1,-1.843,0.91822,one
1,-1.8247,0.88664,one
1,-1.7294,0.78209,one
1,-1.7022,0.75814,one
1,-1.6572,0.7403,one
1,-1.6379,0.73709,one
1,-1.8686,0.92428,one
1,-1.0654,0.28142,one
1,-1.6957,0.80145,one
1,-1.8376,0.92872,one
1,-1.8422,0.933,one
1,-1.8595,0.95051,one
1,-1.6782,0.77753,one
1,-1.7312,0.80775,one
1,-1.5249,0.70669,one
1,-1.7647,0.78428,one
1,-1.7628,0.79897,one
1,-1.3271,0.63029,one
1,-1.6983,0.77105,one
1,-1.8153,0.8666,one
1,-1.5945,0.7391,one
1,-1.4327,0.58829,one
1,-1.25,0.38099,one
1,-1.6838,0.75726,one
1,-1.72,0.80216,one
1,-1.6223,0.70615,one
1,-1.7349,0.80536,one
1,-1.5971,0.70478,one
1,-1.8516,0.88647,one
1,-1.6004,0.63089,one
1,-1.4652,0.60656,one
1,-1.6909,0.82984,one
1,-1.6928,0.83783,one
1,-1.722,0.78467,one
1,-1.7207,0.80953,one
1,-1.1441,0.2951,one
1,-1.3103,0.42771,one
1,-1.2415,0.35656,one
1,-1.6735,0.69579,one
1,-1.8362,0.8663,one
1,-1.6782,0.69685,one
1,-1.3034,0.34487,one
1,-1.7967,0.8149,one
1,-1.8995,0.9484,one
1,-1.8371,0.89201,one
1,-1.6504,0.77415,one
1,-1.628,0.63797,one
1,-1.589,0.5996,one
1,-1.7647,0.79014,one
1,-1.7801,0.91378,one
1,-1.7955,0.90438,one
1,-1.7917,0.90108,one
1,-1.8505,0.92244,one
1,-1.7817,0.90497,one
1,-1.7849,0.84354,one
1,-1.5652,0.67213,one
1,-1.373,0.5527,one
1,-1.5588,0.67505,one
1,-1.6562,0.76413,one
1,-1.6001,0.70409,one
1,-1.8284,0.85807,one
1,-1.6422,0.79952,one
1,-1.5879,0.75479,one
1,-1.7096,0.82255,one
1,-1.282,0.40882,one
1,-1.793,0.84569,one
1,-1.759,0.81044,one
1,-1.7362,0.88169,one
1,-1.8461,0.91256,one
1,-1.7517,0.9069,one
1,-1.4139,0.5413,one
1,-1.1206,0.29282,one
1,-1.8841,0.95799,one
1,-1.8179,0.94449,one
1,-1.8893,0.95478,one
1,-1.8966,0.9668,one
1,-0.88727,-0.034821,one
1,-1.815,0.85793,one
1,-1.6482,0.68472,one
1,-1.6909,0.76701,one
1,-1.8022,0.84238,one
1,-1.7429,0.77905,one
1,-1.7982,0.80162,one
1,-1.8562,0.96586,one
1,-1.8593,0.90361,one
1,-1.3368,0.43676,one
1,-1.6682,0.69079,one
1,-1.5944,0.61663,one
1,-1.7085,0.80774,one
1,-1.8474,0.86283,one
1,-1.8611,0.91437,one
1,-1.5074,0.54017,one
1,-1.4296,0.57168,one
1,-1.5184,0.56098,one
1,-1.4288,0.52492,one
1,-1.4465,0.51954,one
1,-1.9272,0.95656,one
1,-1.9276,0.95859,one
1,-1.8624,0.91994,one
1,-1.8028,0.88773,one
1,-1.915,0.94853,one
1,-1.4995,0.60171,one
1,-1.8213,0.88396,one
1,-1.6498,0.75751,one
1,-1.6064,0.77053,one
1,-1.5045,0.71191,one
1,-1.6095,0.80584,one
1,-1.6368,0.79263,one
1,-1.6679,0.79068,one
1,-1.6265,0.67084,one
1,-1.8673,0.88606,one
1,-1.8323,0.85122,one
1,-1.7083,0.73993,one
1,-1.747,0.87134,one
1,-1.6877,0.81425,one
1,-1.781,0.87603,one
1,-1.735,0.84699,one
1,-1.8572,0.93922,one
1,-1.8225,0.84332,one
1,-1.8575,0.88806,one
1,-1.8499,0.88339,one
1,-1.8641,0.93146,one
1,-1.7365,0.76829,one
1,-1.5415,0.69205,one
1,-1.6882,0.81036,one
1,-1.8312,0.92875,one
1,-1.7763,0.8781,one
1,-1.6736,0.81569,one
1,-1.6743,0.75989,one
1,-1.6003,0.66705,one
1,-1.8076,0.91242,one
1,-1.8827,0.89924,one
1,-1.8963,0.91752,one
1,-1.5041,0.64435,one
1,-1.7208,0.86142,one
1,-1.8881,0.95435,one
1,-1.8291,0.90571,one
1,-1.8083,0.88312,one
1,-1.8244,0.88115,one
1,-1.7797,0.84329,one
1,-1.8098,0.88323,one
1,-1.7128,0.72645,one
1,-1.8102,0.83822,one
1,-1.7985,0.83205,one
1,-1.8009,0.83419,one
1,-1.6866,0.70737,one
1,-1.4296,0.47503,one
1,-1.1571,0.15923,one
1,-1.8364,0.91296,one
1,-1.8465,0.93204,one
1,-1.8412,0.90278,one
1,-1.8151,0.89489,one
1,-1.7564,0.8549,one
1,-1.7501,0.82505,one
1,-1.7714,0.85182,one
1,-1.7418,0.829,one
1,-1.6132,0.72075,one
1,-1.4227,0.60197,one
1,-1.8105,0.90612,one
1,-1.6342,0.68898,one
1,-1.8868,0.90309,one
1,-1.8633,0.87834,one
1,-1.7512,0.83529,one
1,-1.8246,0.87794,one
1,-1.7572,0.85834,one
1,-1.7556,0.85528,one
1,-1.7807,0.85848,one
1,-1.8769,0.96441,one
1,-1.8484,0.94363,one
1,-1.754,0.8415,one
1,-1.9257,0.97301,one
1,-1.2357,0.31148,one
1,-1.9258,0.97525,one
1,-1.9161,0.96011,one
1,-1.9252,0.97306,one
1,-1.8946,0.94524,one
1,-1.9267,0.97301,one
1,-1.464,0.60011,one
1,-1.6866,0.80662,one
1,-1.5049,0.63934,one
1,-1.7152,0.83874,one
1,-1.8644,0.89183,one
1,-1.5634,0.62895,one
1,-1.5342,0.59192,one
1,-1.753,0.85944,one
1,-1.7432,0.80284,one
1,-1.7129,0.80215,one
1,-1.8643,0.9603,one
1,-1.8562,0.95752,one
1,-1.8462,0.91245,one
1,-1.3444,0.69662,one
1,-1.4089,0.80878,one
1,-1.4217,0.64544,one
1,-1.3415,0.68037,one
1,-1.719,0.86422,one
1,-1.6117,0.75436,one
1,-1.6977,0.77629,one
1,-1.8454,0.89725,one
1,-1.7528,0.80224,one
1,-1.8448,0.881,one
1,-1.6026,0.63453,one
1,-1.6014,0.61955,one
1,-1.7888,0.82119,one
1,-1.8552,0.88018,one
1,-1.8244,0.85884,one
1,-1.823,0.84954,one
1,-1.9107,0.94133,one
1,-1.7982,0.89773,one
1,-1.706,0.80875,one
1,-1.721,0.8298,one
1,-1.819,0.86811,one
1,-1.8377,0.90326,one
1,-1.8795,0.932,one
1,-1.7925,0.87209,one
1,-1.8344,0.92003,one
1,-1.7961,0.87066,one
1,-1.7514,0.87597,one
1,-1.4879,0.59737,one
1,-1.5679,0.7231,one
1,-1.5089,0.76748,one
1,-1.2777,0.55188,one
1,-1.6242,0.76835,one
1,-1.8845,0.93355,one
1,-1.2172,0.29225,one
1,-1.6222,0.73598,one
1,-1.4586,0.57849,one
1,-1.5512,0.67255,one
1,-1.4963,0.63248,one
1,-1.5143,0.65443,one
1,-1.8948,0.92159,one
1,-1.824,0.85604,one
1,-1.899,0.91189,one
1,-1.9435,0.96932,one
1,-1.9147,0.94723,one
1,-1.8738,0.89594,one
1,-1.9096,0.95146,one
1,-1.8552,0.91821,one
1,-1.852,0.91805,one
1,-1.6306,0.7105,one
1,-1.777,0.80782,one
1,-1.8816,0.92983,one
1,-1.8983,0.9136,one
1,-1.4463,0.62323,one
1,-1.6521,0.78533,one
1,-1.7215,0.84386,one
1,-1.1759,0.52444,one
1,-1.7688,0.83333,one
1,-1.8189,0.85957,one
1,-1.8218,0.85061,one
1,-1.4506,0.69086,one
1,-1.5928,0.79251,one
1,-1.5826,0.78078,one
1,-1.8746,0.90365,one
1,-1.8612,0.95071,one
1,-1.8957,0.96329,one
1,-1.4196,0.43591,one
1,-1.1759,0.19862,one
1,-1.4718,0.4872,one
1,-1.2868,0.30503,one
1,-1.3588,0.37103,one
1,-1.7569,0.80969,one
1,-1.5862,0.63869,one
1,-1.6031,0.6515,one
1,-1.7834,0.84327,one
1,-1.7627,0.81589,one
1,-1.475,0.59588,one
1,-1.458,0.67282,one
1,-1.6566,0.72703,one
1,-1.3652,0.54922,one
1,-1.759,0.85424,one
1,-1.7232,0.86138,one
1,-1.7903,0.90109,one
1,-1.7409,0.80029,one
1,-1.7237,0.80425,one
1,-1.7883,0.85112,one
1,-1.7699,0.84058,one
1,-1.8334,0.89526,one
1,-1.82,0.87443,one
1,-1.7905,0.85348,one
1,-1.8471,0.91343,one
1,-1.5344,0.59093,one
1,-1.8155,0.85653,one
1,-1.839,0.88548,one
1,-1.8017,0.86284,one
1,-1.7538,0.79647,one
1,-1.6535,0.75106,one
1,-1.5304,0.64692,one
1,-1.5955,0.65019,one
1,-1.4577,0.50672,one
1,-1.3046,0.37996,one
1,-1.6916,0.79589,one
1,-1.6804,0.78411,one
1,-1.5151,0.61265,one
1,-1.4053,0.56341,one
1,-1.8478,0.88267,one
1,-1.798,0.81268,one
1,-1.862,0.9502,one
1,-1.9025,0.92552,one
1,-1.9045,0.92726,one
1,-1.7454,0.84161,one
1,-1.8096,0.89591,one
1,-1.7943,0.87591,one
1,-1.5686,0.65743,one
1,-1.7367,0.78077,one
1,-1.6539,0.78334,one
1,-1.8295,0.87323,one
1,-1.3128,0.42018,one
1,-1.79,0.95305,one
1,-1.0081,0.13524,one
1,-1.6711,0.74961,one
1,-1.5898,0.75343,one
1,-1.36,0.53055,one
1,-1.6328,0.71827,one
1,-1.5912,0.63628,one
1,-1.2383,0.527,one
1,-1.8678,0.97025,one
1,-1.8923,0.96672,one
1,-1.877,0.96973,one
1,-1.8624,0.9785,one
1,-1.8722,0.94124,one
1,-1.7747,0.85695,one
1,-1.6776,0.73758,one
1,-1.8518,0.89325,one
1,-1.8261,0.87218,one
1,-1.9168,0.93602,one
1,-1.9094,0.93694,one
1,-1.9037,0.91737,one
1,-1.9109,0.93021,one
1,-1.9114,0.93038,one
1,-1.763,0.81153,one
1,-1.714,0.78373,one
1,-1.7205,0.84484,one
1,-1.7116,0.82505,one
1,-1.673,0.77075,one
1,-1.6756,0.83149,one
1,-1.7024,0.75227,one
1,-1.8965,0.94831,one
1,-1.8941,0.96254,one
1,-1.9049,0.95582,one
1,-1.8322,0.85972,one
1,-1.2975,0.42527,one
1,-1.3756,0.50087,one
1,-1.0909,0.41739,one
1,-1.8495,0.88481,one
1,-1.8241,0.88834,one
1,-1.8879,0.94418,one
1,-1.9236,0.94701,one
1,-1.8603,0.89796,one
1,-1.8087,0.92808,one
1,-1.8086,0.91747,one
1,-1.8152,0.92011,one
1,-1.7924,0.89254,one
1,-1.8202,0.92158,one
1,-1.891,0.97286,one
1,-1.9172,0.96434,one
1,-1.8889,0.90566,one
1,-1.9443,0.96948,one
1,-1.9471,0.97977,one
1,-1.815,0.86726,one
1,-1.9115,0.94408,one
1,-1.8741,0.92007,one
1,-1.9152,0.94132,one
1,-1.9028,0.94162,one
1,-1.397,0.53141,one
1,-1.618,0.75718,one
1,-1.4337,0.61868,one
1,-1.7766,0.86639,one
1,-1.9108,0.96101,one
1,-1.9183,0.97148,one
1,-1.8285,0.83766,one
1,-1.8358,0.84601,one
1,-1.857,0.8764,one
1,-1.5927,0.70538,one
1,-1.8028,0.84666,one
1,-1.8131,0.93617,one
1,-1.79,0.91863,one
1,-1.1571,0.25192,one
1,-1.3531,0.40576,one
1,-1.9083,0.94415,one
1,-1.9106,0.93718,one
1,-1.7832,0.80584,one
1,-1.9213,0.9461,one
1,-1.9292,0.95209,one
1,-1.5043,0.66589,one
1,-1.8791,0.95827,one
1,-1.9048,0.97739,one
1,-1.7432,0.86642,one
1,-1.7718,0.88096,one
1,-1.8692,0.955,one
1,-1.8952,0.96143,one
1,-1.7977,0.89857,one
1,-1.7942,0.90612,one
1,-1.8451,0.93666,one
1,-1.8156,0.91157,one
1,-1.8449,0.92892,one
1,-1.8496,0.90286,one
1,-1.8277,0.8874,one
1,-1.8504,0.92415,one
1,-1.8782,0.93524,one
1,-1.6287,0.67948,one
1,-1.6087,0.68762,one
1,-1.758,0.82906,one
1,-1.3972,0.55676,one
1,-1.8418,0.90122,one
1,-1.8529,0.94658,one
1,-1.8581,0.9324,one
1,-1.7716,0.84572,one
1,-1.9076,0.9752,one
1,-1.9361,0.98368,one
1,-1.9186,0.97338,one
1,-1.9325,0.98921,one
1,-1.9331,0.99302,one
1,-1.7632,0.90458,one
1,-1.6402,0.79879,one
1,-1.6388,0.80951,one
1,-1.8829,0.91885,one
1,-1.3773,0.4276,one
1,-1.8681,0.98268,one
1,-1.8844,0.98739,one
1,-1.892,0.9812,one
1,-1.888,0.98775,one
1,-1.8911,0.98183,one
1,-1.7225,0.77149,one
1,-1.7506,0.86045,one
1,-1.6743,0.7517,one
1,-1.8275,0.89162,one
1,-1.863,0.90302,one
1,-1.7124,0.74414,one
1,-1.7806,0.86628,one
1,-1.9152,0.94709,one
1,-1.8847,0.91535,one
1,-1.8937,0.92897,one
1,-1.9157,0.94591,one
1,-1.9152,0.94293,one
1,-1.7728,0.84593,one
1,-1.7628,0.84282,one
1,-1.5128,0.62209,one
1,-1.2587,0.37462,one
1,-1.6814,0.77351,one
1,-1.2647,0.33537,one
1,-1.5168,0.64461,one
1,-1.7328,0.90592,one
1,-1.7403,0.7581,one
1,-1.7018,0.7319,one
1,-1.8987,0.98217,one
1,-1.8162,0.82748,one
1,-1.7589,0.77165,one
1,-1.7821,0.90478,one
1,-1.7697,0.88104,one
1,-1.6163,0.89467,one
1,-1.4959,0.5623,one
1,-1.585,0.76619,one
1,-1.8078,0.90754,one
1,-1.8295,0.91659,one
1,-1.768,0.82513,one
1,-0.88213,0.6103,one
1,-1.0514,0.30266,one
1,-1.4032,0.58401,one
1,-1.6039,0.72442,one
1,-1.8394,0.9206,one
1,-1.5814,0.69765,one
1,-1.7998,0.84621,one
1,-1.8865,0.92115,one
1,-1.8499,0.8916,one
1,-1.8745,0.89304,one
1,-1.872,0.89597,one
1,-1.7592,0.77011,one
1,-1.762,0.78398,one
1,-1.8685,0.90841,one
1,-1.9215,0.94555,one
1,-1.7083,0.78421,one
1,-1.6503,0.73815,one
1,-1.7547,0.81939,one
1,-1.7948,0.86177,one
1,-1.7555,0.82083,one
1,-1.612,0.61698,one
1,-1.5476,0.62614,one
1,-1.6981,0.70345,one
1,-1.9151,0.95907,one
1,-1.8049,0.88654,one
1,-1.8677,0.93607,one
1,-1.8254,0.89027,one
1,-1.4997,0.72744,one
1,-1.79,0.81963,one
1,-1.7161,0.75487,one
1,-1.8436,0.91343,one
1,-1.8322,0.90633,one
1,-1.822,0.86436,one
1,-1.6834,0.80154,one
1,-1.8734,0.88832,one
1,-1.9026,0.92868,one
1,-1.7871,0.86598,one
1,-1.7227,0.79493,one
1,-1.872,0.94236,one
1,-1.8619,0.93324,one
1,-1.8031,0.91065,one
1,-1.1861,0.55706,one
1,-0.86133,0.30265,one
1,-1.8694,0.93093,one
1,-1.8232,0.88561,one
1,-1.7791,0.83299,one
1,-1.8075,0.88657,one
1,-1.8025,0.86564,one
1,-1.7297,0.83921,one
1,-1.9087,0.96599,one
1,-1.9161,0.96655,one
1,-1.895,0.93998,one
1,-1.9294,0.97585,one
1,-1.8959,0.94526,one
1,-1.8938,0.93343,one
1,-1.5108,0.59612,one
1,-1.665,0.72958,one
1,-1.9045,0.95451,one
1,-1.8829,0.92979,one
1,-1.8414,0.89086,one
1,-1.8829,0.92979,one
1,-1.6119,0.70831,one
1,-1.8208,0.8919,one
1,-1.7461,0.83387,one
1,-1.5755,0.71572,one
1,-1.9229,0.97668,one
1,-1.9108,0.96154,one
1,-1.6906,0.79189,one
1,-1.0743,0.13397,one
1,-1.3215,0.39659,one
1,-1.8011,0.90102,one
1,-1.7959,0.8704,one
1,-1.8953,0.9211,one
1,-1.9588,0.96769,one
1,-1.5577,0.76173,one
1,-1.5339,0.75251,one
1,-1.6306,0.79806,one
1,-1.8777,0.91093,one
1,-1.6995,0.78605,one
1,-1.6925,0.80344,one
1,-1.8197,0.88137,one
1,-1.5792,0.66748,one
1,-1.7588,0.82096,one
1,-1.822,0.87935,one
1,-1.8943,0.96506,one
1,-1.8992,0.97209,one
1,-1.9095,0.95978,one
1,-1.8926,0.94696,one
1,-1.9077,0.95879,one
1,-1.9449,0.96626,one
1,-1.9306,0.95583,one
1,-1.918,0.94567,one
1,-1.9409,0.96769,one
1,-1.9434,0.96383,one
1,-1.4357,0.54978,one
